Batch No:0
Requestid				T									D
[4529]				31.7571611171									6.95464264199
[4526]				44.2261912286									20.7174198074
[4528]				45.2915801106									22.1386186108
[4533]				35.6256192636									12.1452377968
[4531]				43.8182859619									19.0904825013
[4535]				35.7224820069									11.0825262544
[4536]				31.5914330392									7.04124484102
[4524]				88.4211860387									63.8008744856
[4512]				171.010389766									146.930298049
[4532]				66.097445586									41.7006863908
[4540]				35.6936180394									10.8865903216
[4543]				24.8535307286									0
[4530]				86.4922393733									61.914176996
[4539]				56.0280420458									31.1434456
[4538]				65.0314658522									40.585593182
[4542]				46.2235851051									23.5269970698
[4537]				75.3973107705									50.4323475594
[4534]				101.175128405									83.7295157695
[4544]				36.2019187706									15.8171659712
[4541]				68.1594798749									44.9714384098
[4545]				18.9194296439									0
[4546]				21.974611081									0
[4547]				26.558919097									3.65420425102
[4548]				25.0473373296									1.56273547735
[4549]				19.7824103587									0
[4550]				23.2456699567									0
[4551]				26.6654020069									4.71056866707
[4553]				24.8650889431									0
[4552]				31.7938353673									8.21069837845
[4556]				26.1409029897									1.41297642327
[4555]				32.2022378476									10.0883251292
[4557]				24.9107451091									0
[4558]				15.3249203694									0
[4554]				50.7131920903									30.6190409012
[4559]				18.9822360781									0
[4560]				21.5333338238									0
[4561]				22.1064429622									0
[4562]				21.7070519008									0
[4563]				15.4278800237									0
[4564]				18.3360835465									0
[4565]				20.0583168865									0
[4566]				22.3711945551									0
[4567]				18.3023378203									0
[4568]				21.1838789813									0
[4569]				23.22770575									0
[4571]				16.4478607806									0
[4572]				21.0994504067									0
[4573]				26.0126851164									2.34196782981
[4570]				43.0793820718									18.566241626
[4575]				19.3769934642									0
[4574]				38.5747160691									15.0870030782
[4577]				24.2746224819									0
[4578]				27.8787050328									3.35565201861
[4576]				35.9940034303									13.0870309283
[4579]				35.969808221									11.4870508901
[4580]				21.9615597418									0
[4582]				22.1661993585									0
[4583]				25.5756238258									2.75013671567
[4584]				25.5873983096									1.49916117725
[4585]				22.0800305753									0
[4581]				45.4573857259									20.5668603082
[4586]				22.7128602155									0
[4587]				17.5110172415									0
[4588]				21.5540671275									0
[4589]				24.8439074082									0
[4591]				22.7399896813									0
[4590]				32.9644217958									11.7815158284
[4592]				22.1209665443									0
[4595]				24.7542584248									0
[4594]				31.4401956211									7.2706933257
[4593]				36.7850346968									16.5632698767
[4596]				19.1980838434									0
[4597]				13.365094668									0
[4598]				5.0									0
[4599]				5.0									0
[4600]				5.0									0
[4601]				5.0									0
[4602]				5.0									0
[4603]				7.66130548098									0
[4604]				5.06712541083									0
[4605]				5.0									0
[4606]				5.0									0
[4607]				9.4166787963									0
[4608]				11.701918161									0
[4609]				5.0									0
[4610]				5.0									0
[4611]				5.0									0
[4612]				6.23604257301									0
[4613]				5.0									0
[4614]				7.24735466899									0
[4615]				11.1871356764									0
[4616]				15.4133163401									0
[4617]				14.9531790559									0
[4618]				19.8027390933									0
[4619]				5.98481893214									0
[4620]				10.2767243059									0
[4621]				14.2477004689									0
[4622]				12.0171089702									0
[4623]				16.8930234122									0
[4624]				15.1848095206									0
[4625]				16.7323666815									0
[4626]				15.617137377									0
[4627]				10.8851099315									0
[4628]				13.3117611783									0
[4629]				9.45544809371									0
[4630]				10.2407177275									0
[4631]				5.0									0
[4632]				8.8612758639									0
[4633]				9.48793625183									0
[4634]				5.0									0
[4635]				5.0									0
[4636]				5.73284843886									0
[4637]				9.34340658205									0
[4638]				12.1122322791									0
[4639]				16.1119725525									0
[4640]				17.9466375793									0
[4641]				18.3901033864									0
[4642]				22.1822179768									0
[4643]				27.0800842049									3.95527832543
[4644]				26.5921523149									2.63201128046
[4645]				28.5416073891									5.8046316016
[4646]				21.3340470997									0
[4647]				21.6184330189									0
[4648]				16.2407016637									0
[4649]				10.3147477419									0
[4650]				13.5697369554									0
[4651]				15.0045554937									0
[4652]				10.6541367502									0
[4653]				12.0486289719									0
[4654]				12.1744722087									0
[4655]				17.0204715994									0
[4656]				21.8506833587									0
[4657]				24.2013594217									0
[4659]				24.4921391122									0
[4661]				27.0584067129									2.19661182672
[4663]				23.6336014423									0
[4665]				24.5652230972									0
[4666]				22.4694516329									0
[4667]				25.1955996992									0.522128465029
[4664]				40.0947149586									22.6158846114
[4658]				63.0279061548									42.1259269572
[4660]				63.0934071425									40.1768500011
[4662]				62.4802952336									39.8647697529
[4668]				22.3764163087									0
[4669]				20.3254085113									0
[4670]				20.3175966724									0
[4671]				24.9064752902									0
[4672]				24.1326208913									0
[4673]				26.5745817731									3.15614023813
[4674]				21.9478133569									0
[4675]				8.97178300232									0
[4676]				5.0									0
[4677]				5.0									0
[4678]				5.87593280247									0
[4679]				7.81519360521									0
[4680]				10.6845367346									0
[4681]				6.99238472649									0
[4682]				7.05924584408									0
[4683]				5.0									0
[4684]				7.77338138872									0
[4685]				8.9174712386									0
[4686]				5.061337624									0
[4687]				6.47702329596									0
[4688]				9.88472527339									0
[4689]				10.9551528397									0
[4690]				10.4769801125									0
[4691]				9.21539008125									0
[4692]				13.0865317484									0
[4693]				17.1747385586									0
[4694]				18.3145408418									0
[4695]				10.1710367706									0
[4696]				13.5138235894									0
[4697]				7.13967875375									0
[4698]				10.14415254									0
[4699]				8.26035959386									0
[4700]				11.5721447565									0
[4701]				16.5582765394									0
[4702]				5.0									0
[4703]				5.0									0
[4704]				6.60137280546									0
[4705]				5.0									0
[4706]				9.62795383655									0
[4707]				9.36398380107									0
[4708]				9.18194300923									0
[4709]				13.1752798113									0
[4710]				18.1353525149									0
[4711]				19.9487303043									0
[4712]				20.0994927405									0
[4713]				21.8791694118									0
[4714]				22.726528298									0
[4716]				25.1344944456									1.8885276384
[4717]				24.9096528756									0
[4718]				29.6983103817									6.0323408154
[4715]				42.1113025503									19.1251387662
[4720]				39.5420335093									16.0789043605
[4722]				24.6669406061									0
[4724]				24.9400408762									0
[4725]				28.6739748157									3.68986865486
[4723]				38.8936003989									14.2771313133
[4726]				37.5287678196									14.1401565586
[4727]				38.0879457061									13.7335548937
[4721]				55.3960226761									31.5364086785
[4728]				45.863559641									22.0835957672
[4729]				31.6050563017									9.04948331716
[4730]				30.1224601131									6.05576076838
[4731]				24.3131506841									0
[4719]				99.5739083299									75.8337088276
[4732]				22.8605604952									0
[4733]				25.283462128									3.08334283433
[4734]				11.6970271604									0
[4735]				9.7492622804									0
[4736]				10.9950739881									0
[4737]				5.0									0
[4738]				9.65489288342									0
[4739]				5.0									0
[4740]				9.01435130462									0
[4741]				5.0									0
[4742]				5.0									0
[4743]				9.99090145824									0
[4744]				13.0232050112									0
[4745]				17.7424187577									0
[4746]				16.4361722697									0
[4747]				14.5814084252									0
[4748]				18.9662725951									0
[4749]				19.4066084957									0
[4750]				20.7360853839									0
[4751]				24.5848529355									0
[4752]				26.2567052268									1.25679697032
[4753]				6.34351053023									0
[4754]				10.7190125523									0
[4755]				9.30139547675									0
[4756]				11.8399500871									0
[4757]				11.6216993008									0
[4758]				16.5078712905									0
[4759]				13.8580465528									0
[4760]				11.7375520096									0
[4761]				12.4504423469									0
[4762]				5.0									0
[4763]				5.0									0
[4764]				5.0									0
[4765]				5.0									0
[4766]				5.0									0
[4767]				9.62789590611									0
[4768]				6.29876537659									0
[4769]				5.0									0
[4770]				5.0									0
[4771]				8.15093614356									0
[4772]				5.0									0
[4773]				5.0									0
[4774]				5.0									0
[4775]				5.0									0
[4776]				6.46083735654									0
[4777]				8.83366004641									0
[4778]				11.296440217									0
[4779]				6.77014312698									0
[4780]				5.43766494176									0
Batch No:12
Requestid				T									D
[4781]				7.76571649326									0
[4782]				6.0146427433									0
[4783]				5.0									0
[4784]				8.7280320271									0
[4785]				12.6119940202									0
[4786]				6.16056936653									0
[4787]				10.3121575416									0
[4788]				14.0259549072									0
[4789]				10.1009284774									0
[4790]				13.6474352397									0
[4791]				11.4496257872									0
[4792]				5.0									0
[4793]				5.44197624669									0
[4794]				6.47997322939									0
[4795]				10.030188881									0
[4796]				5.0									0
[4797]				5.0									0
[4798]				7.51232625837									0
[4799]				7.81638624253									0
[4800]				5.0									0
[4801]				6.61023023526									0
[4802]				9.12595896445									0
[4803]				9.70570861041									0
[4804]				5.0									0
[4805]				5.0									0
[4806]				9.08334180481									0
[4807]				10.0657117974									0
[4808]				5.0									0
[4809]				5.0									0
[4810]				5.0									0
[4811]				5.0									0
[4812]				6.34203977737									0
[4813]				10.0065881931									0
[4814]				11.7799928663									0
[4815]				9.47471641916									0
[4816]				11.8295819793									0
[4817]				12.7778135821									0
[4818]				17.7415590972									0
[4819]				12.1554118786									0
[4820]				16.6608812199									0
[4821]				17.4141224087									0
[4822]				20.6045624775									0
[4823]				19.7698616468									0
[4824]				24.2798110878									0
[4825]				28.4462332233									4.35252866791
[4826]				28.4457823435									5.17677873983
[4828]				24.1811253259									0
[4830]				24.2134362913									0
[4831]				24.2172695488									0
[4832]				27.5423439679									3.09783090244
[4827]				52.9378095986									29.204392498
[4834]				23.2493922545									0
[4829]				53.5994653864									29.2487449239
[4835]				23.9965171661									0
[4833]				51.7385960938									27.8632783221
[4837]				26.9267726533									4.21841814111
[4838]				22.0916541161									0
[4836]				38.3762276482									19.7442751149
[4839]				23.1288277602									0
[4840]				20.3293001623									0
[4841]				20.2272633357									0
[4842]				23.0609272965									0
[4843]				21.7774810938									0
[4844]				19.3975307164									0
[4845]				22.3584169683									0
[4847]				22.5457502927									0
[4846]				32.1221616593									11.0592747635
[4848]				18.0833190535									0
[4849]				22.8342905516									0
[4850]				9.90098795234									0
[4851]				11.9023909607									0
[4852]				5.0									0
[4853]				9.55575706421									0
